ResultMeasureValue,ActivityStartDate,hour,doy,MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,ProjectIdentifier,WVHT,WTMP,beach_angle,Water Level,DNI_1,WindDir,WindSpd,SLP,AirTemp,visibility,wet3,wet7,3T,7T,tide_gtm,tide_mean,awind,owind
87.0,2019-05-16,10,136,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,0.77,19.3,167.0,4.08,6844,170.0,6.7,1014.1,16.7,6437.0,1.0,1.0,0.3,7.500000000000002,1,3.2487358259183208,0.67,6.7
12000.0,2019-11-29,10,333,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.77,16.5,259.0,3.608,0,140.0,2.6,1013.6,12.2,16000.0,1.0,1.0,42.6,42.6,1,3.2487358259183208,-2.3400000000000003,-1.3
10.0,2019-06-18,12,169,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.41,20.0,262.0,3.975,2669,230.0,3.1,1017.6,17.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.55,2.4800000000000004
4.0,2019-07-02,11,183,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.0,17.3,259.0,3.726,4568,240.0,3.1,1014.8,20.6,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.93,2.79
2.0,2019-02-12,8,43,CABEACH_WQX-EH-310,32.8475,-117.2782,CA273334,0.63,15.3,19.0,3.262,4825,360.0,1.5,1020.5,10.0,16093.0,1.0,1.0,0.3,2.300000000000002,1,2.88932899840292,-0.4499999999999999,1.35
10.0,2019-10-02,11,275,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.72,22.1,262.0,3.08,662,290.0,3.6,1014.7,22.2,16093.0,0.0,1.0,0.0,1.9000000000000024,0,3.2487358259183208,1.8,3.24
26.0,2019-12-12,12,346,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,1.02,16.7,167.0,3.913,136,200.0,3.1,1023.3,19.4,14484.0,0.0,1.0,0.0,5.500000000000002,1,3.2487358259183208,1.55,2.4800000000000004
10.0,2019-08-26,11,238,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.59,21.9,262.0,5.8,5171,280.0,3.1,1012.8,27.2,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.93,3.1
53.0,2019-04-10,9,100,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,2.3,18.3,262.0,2.762,1980,350.0,3.1,1019.5,17.8,16093.0,0.0,1.0,0.0,1.900000000000002,0,3.2487358259183208,3.1,0.0
344.0,2019-09-06,11,249,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.74,21.1,266.0,3.726,7101,270.0,3.1,1017.0,27.8,16000.0,1.0,1.0,0.3,0.3000000000000022,1,3.2487358259183208,0.31,3.1
10.0,2019-11-07,11,311,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.57,17.7,268.0,5.327,985,330.0,2.6,1018.8,19.4,11265.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.3400000000000003,1.3
10.0,2019-05-20,11,140,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.5,14.9,268.0,3.857,11913,290.0,8.2,1014.7,18.3,16000.0,1.0,1.0,3.4000000000000004,4.000000000000002,1,3.2487358259183208,3.28,7.38
20.0,2019-06-01,8,152,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.79,17.4,267.0,3.903,991,230.0,2.6,1012.3,16.7,16093.0,0.0,1.0,0.0,2.1000000000000023,1,3.2487358259183208,-1.56,2.08
20.0,2019-04-04,10,94,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.8,16.0,266.0,-0.588,5265,240.0,4.1,1020.5,15.6,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-1.64,3.69
782.0,2019-10-15,10,288,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.44,20.8,15.0,4.353,132,280.0,4.1,1016.7,20.6,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-4.1,-0.41
4400.0,2019-02-16,11,47,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.93,15.0,267.0,4.041,3198,320.0,5.7,1022.2,15.6,16093.0,1.0,1.0,19.9,20.200000000000003,1,3.2487358259183208,4.5600000000000005,3.42
12000.0,2019-01-29,9,29,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.63,15.3,239.0,0.816,2894,220.0,0.0,1014.9,13.9,9656.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.0,0.0
10.0,2019-04-22,11,112,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.85,17.9,262.0,5.239,1579,250.0,3.1,1017.0,17.2,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.6200000000000001,3.1
520.0,2019-12-13,9,347,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.41,16.1,259.0,4.08,346,350.0,0.0,1021.6,16.1,12875.0,0.0,1.0,0.0,5.500000000000002,1,3.2487358259183208,0.0,-0.0
31.0,2019-02-08,9,39,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.74,15.0,268.0,4.596,4016,290.0,1.5,1021.3,11.7,16093.0,1.0,1.0,2.0,41.400000000000006,1,3.2487358259183208,0.6000000000000001,1.35
12.0,2019-11-19,9,323,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.71,16.9,259.0,1.964,375,330.0,0.0,1007.7,23.3,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,0.0
6.0,2019-06-11,10,162,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.78,18.2,239.0,0.596,1572,210.0,3.1,1016.4,20.0,11265.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-1.55,2.79
222.0,2019-07-25,9,206,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.66,18.1,264.0,4.294,9190,350.0,1.5,1014.1,24.4,11265.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.5,0.15
10.0,2019-01-24,10,24,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.54,14.5,268.0,5.57,416,30.0,0.0,1020.7,17.8,16000.0,0.0,1.0,0.0,3.800000000000002,1,3.2487358259183208,0.0,-0.0
8.0,2019-07-09,11,190,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.01,19.6,259.0,3.785,3708,290.0,4.1,1017.5,22.2,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.05,3.69
10.0,2019-12-30,12,364,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.4,14.7,262.0,6.594,25,150.0,2.6,1014.7,16.7,16093.0,0.0,1.0,0.0,40.2,1,3.2487358259183208,-2.3400000000000003,-1.04
10.0,2019-07-01,10,182,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.85,17.7,268.0,5.675,5365,300.0,3.6,1015.5,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.8,2.8800000000000003
100.0,2019-12-29,8,363,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.28,15.2,268.0,4.527,102,70.0,0.0,1023.3,10.0,16093.0,0.0,1.0,0.0,65.2,1,3.2487358259183208,0.0,-0.0
10.0,2019-06-10,9,161,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.71,18.0,264.0,4.225,4669,290.0,3.1,1016.1,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2400000000000002,2.79
10.0,2019-11-04,10,308,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.4,17.0,239.0,3.244,0,350.0,0.0,1015.1,22.8,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,-0.0
220.0,2019-01-08,8,8,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.19,15.1,259.0,1.462,415,320.0,1.5,1019.5,12.2,16093.0,1.0,1.0,22.8,22.8,0,3.2487358259183208,1.35,0.75
10.0,2019-12-11,9,345,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.54,16.7,15.0,4.018,38,360.0,1.5,1023.4,16.1,16093.0,1.0,1.0,1.2999999999999998,17.8,1,3.2487358259183208,-0.4499999999999999,1.5
10.0,2019-09-05,10,248,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.97,20.6,239.0,4.346,10569,210.0,3.1,1014.7,26.1,16093.0,1.0,1.0,0.3,0.3000000000000022,1,3.2487358259183208,-1.55,2.79
10.0,2019-08-15,10,227,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.77,18.2,239.0,2.742,5082,320.0,3.1,1015.1,21.7,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,3.1,0.6200000000000001
10.0,2019-09-05,9,248,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.01,20.6,264.0,2.634,10569,250.0,1.5,1014.2,26.1,16093.0,1.0,1.0,0.3,0.3000000000000022,0,3.2487358259183208,-0.3,1.5
10.0,2019-08-22,10,234,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.72,18.2,266.0,0.531,1522,180.0,4.1,1010.2,18.9,11265.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-4.1,0.41
99.0,2019-10-28,11,301,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.86,17.0,266.0,3.641,5141,220.0,2.6,1016.0,20.6,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.82,1.82
591.0,2019-10-24,11,297,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,0.67,20.9,167.0,3.766,0,340.0,2.6,1014.7,28.9,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.26,-2.6
2000.0,2019-12-24,8,358,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.27,15.3,268.0,3.454,1,100.0,0.0,1012.0,13.3,11265.0,1.0,1.0,32.4,32.4,1,3.2487358259183208,-0.0,-0.0
2005.0,2019-12-26,12,360,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.62,15.2,267.0,2.309,74,150.0,4.6,1009.3,15.0,16093.0,1.0,1.0,40.2,65.2,0,3.2487358259183208,-4.14,-2.3
2.0,2019-08-27,11,239,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.75,21.8,264.0,0.573,947,210.0,2.6,1011.6,25.0,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-2.08,1.56
10.0,2019-09-02,9,245,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.59,19.3,268.0,3.582,7321,350.0,0.0,1014.5,23.3,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
10.0,2019-05-11,9,131,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.61,16.7,268.0,4.632,8260,70.0,0.0,1014.5,17.8,16093.0,1.0,1.0,5.0,6.000000000000003,1,3.2487358259183208,0.0,-0.0
600.0,2019-02-24,8,55,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.7,13.7,264.0,1.685,6132,20.0,0.0,1023.4,10.6,16093.0,1.0,1.0,2.8,9.400000000000002,0,3.2487358259183208,0.0,-0.0
2005.0,2019-11-11,9,315,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.79,17.3,264.0,4.52,1967,290.0,2.1,1017.6,18.3,8047.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.8400000000000001,1.89
75.0,2019-09-26,12,269,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,0.85,22.1,167.0,6.174,2048,200.0,4.6,1016.6,23.3,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.3,3.68
42.0,2019-09-12,7,255,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.83,20.1,268.0,1.676,1200,330.0,0.0,1015.3,19.4,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,0.0
10.0,2019-01-10,9,10,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,2.5,15.4,266.0,2.637,309,340.0,2.6,1022.0,15.6,16093.0,0.0,1.0,0.0,22.8,0,3.2487358259183208,2.6,0.78
10.0,2019-08-01,11,213,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,0.81,21.5,167.0,3.247,3964,290.0,4.6,1016.4,23.3,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,3.68,-2.3
10.0,2019-08-12,11,224,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.73,19.2,266.0,2.361,1117,180.0,3.1,1016.8,20.0,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-3.1,0.31
4.0,2019-03-19,11,78,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,0.74,15.4,167.0,5.901,7321,170.0,3.1,1016.5,16.1,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.31,3.1
10.0,2019-07-10,7,191,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.82,19.9,267.0,3.972,6770,40.0,1.5,1017.6,18.9,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.0499999999999998,-1.0499999999999998
111.0,2019-08-01,12,213,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.6,21.5,262.0,3.28,3964,320.0,4.6,1016.1,24.4,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,3.68,2.3
75.0,2019-06-11,11,162,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.48,19.9,15.0,4.756,1572,340.0,2.1,1016.4,21.7,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.26,1.6800000000000002
400.0,2019-03-18,8,77,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.08,15.3,239.0,0.996,1705,40.0,0.0,1015.8,15.6,16093.0,0.0,1.0,0.0,15.900000000000002,0,3.2487358259183208,0.0,-0.0
2.0,2019-05-14,9,134,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.76,17.8,267.0,1.528,10868,340.0,2.6,1017.1,18.9,16093.0,1.0,1.0,4.1000000000000005,9.100000000000003,0,3.2487358259183208,2.6,0.78
2005.0,2019-01-20,7,20,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.4,15.4,268.0,1.738,69,330.0,1.5,1019.4,12.2,16093.0,1.0,1.0,3.8,17.900000000000002,0,3.2487358259183208,1.35,0.75
324.0,2019-05-03,9,123,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.69,16.5,267.0,1.777,8722,320.0,0.0,1015.9,16.1,11265.0,0.0,1.0,0.0,2.500000000000002,0,3.2487358259183208,0.0,0.0
238.0,2019-07-08,8,189,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.97,19.3,268.0,2.538,5445,220.0,2.6,1016.9,18.9,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-1.82,1.82
16.0,2019-05-07,10,127,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.98,16.1,239.0,2.696,2778,290.0,4.6,1019.5,17.8,16093.0,1.0,1.0,1.0,1.0000000000000022,0,3.2487358259183208,3.68,2.76
20.0,2020-08-04,8,217,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.38,18.8,262.0,3.687,2565,200.0,3.1,1015.4,18.3,8047.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.79,1.55
87.0,2020-12-23,8,358,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.99,15.1,259.0,3.9,270,330.0,1.5,1020.0,10.0,6437.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.35,0.4499999999999999
137.0,2020-06-25,10,177,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.83,18.9,268.0,3.93,8474,280.0,2.6,1011.8,18.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.52,2.6
12000.0,2020-01-05,9,5,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.76,15.3,239.0,0.442,135,340.0,0.0,1026.8,13.9,12875.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,-0.0
2.0,2020-04-27,8,118,CABEACH_WQX-EH-310,32.8475,-117.2782,CA273334,0.55,20.7,19.0,3.449,826,140.0,2.6,1015.1,19.4,11265.0,0.0,0.0,0.0,0.0,1,2.88932899840292,2.3400000000000003,-1.3
2005.0,2020-06-22,8,174,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.79,20.2,266.0,1.164,11035,260.0,0.0,1015.5,18.9,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.0,0.0
288.0,2020-11-15,10,320,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.63,15.2,268.0,4.783,800,330.0,0.0,1020.2,22.8,16000.0,0.0,1.0,0.0,2.9000000000000017,1,3.2487358259183208,0.0,0.0
10.0,2020-12-04,11,339,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.88,14.7,267.0,4.235,13,280.0,3.6,1022.5,20.6,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.7200000000000001,3.6
9000.0,2020-03-12,8,72,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.89,16.5,268.0,4.569,4604,300.0,2.1,1010.4,16.7,14484.0,1.0,1.0,9.900000000000002,12.000000000000002,1,3.2487358259183208,1.05,1.6800000000000002
76.0,2020-12-15,11,350,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.97,15.5,259.0,3.851,275,80.0,0.0,1023.8,17.0,16093.0,1.0,1.0,0.5000000000000018,0.5000000000000018,1,3.2487358259183208,-0.0,-0.0
2.0,2020-01-28,8,28,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.56,15.3,268.0,0.744,146,340.0,0.0,1022.2,12.8,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,0.0
10.0,2020-10-12,9,286,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.85,19.6,266.0,0.353,1913,360.0,2.1,1015.8,22.8,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,2.1,-0.21
10.0,2020-12-07,11,342,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.73,15.2,268.0,1.469,0,340.0,0.0,1015.9,17.2,14484.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,0.0
2005.0,2020-08-20,8,233,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.65,22.6,267.0,3.706,2974,50.0,0.0,1009.0,23.3,11265.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
10.0,2020-10-08,9,282,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.54,20.0,264.0,1.61,4161,210.0,4.6,1015.7,21.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-3.68,2.76
10.0,2020-01-27,9,27,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.4,15.4,268.0,3.998,218,300.0,0.0,1023.5,15.6,12875.0,0.0,1.0,0.0,6.400000000000002,1,3.2487358259183208,0.0,0.0
10.0,2020-12-17,8,352,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.2,15.0,264.0,1.8,130,80.0,0.0,1018.1,11.7,16093.0,0.0,1.0,0.0,0.5000000000000018,0,3.2487358259183208,0.0,-0.0
12000.0,2020-04-03,10,94,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.51,17.4,239.0,1.121,9876,160.0,2.1,1016.3,16.7,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-2.1,0.42
2005.0,2020-06-18,9,170,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,1.09,20.8,266.0,3.739,9159,190.0,3.1,1015.5,18.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-3.1,0.6200000000000001
10.0,2020-12-06,7,341,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,1.0,15.8,266.0,0.094,0,310.0,3.1,1023.2,7.2,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,2.17,2.17
10.0,2020-12-19,8,354,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.95,14.9,267.0,2.788,5,310.0,0.0,1025.8,10.0,16093.0,0.0,1.0,0.0,0.5000000000000018,0,3.2487358259183208,0.0,0.0
3600.0,2020-04-07,10,98,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.44,17.5,259.0,-0.109,5560,100.0,1.5,1018.2,16.1,16093.0,1.0,1.0,19.200000000000003,19.200000000000003,0,3.2487358259183208,-0.6000000000000001,-1.35
2.0,2020-08-11,8,224,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.95,22.1,259.0,0.435,1956,10.0,1.5,1013.8,18.9,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.35,-0.6000000000000001
10.0,2020-12-19,7,354,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.92,14.9,239.0,4.481,5,310.0,0.0,1025.3,7.8,16093.0,0.0,1.0,0.0,0.5000000000000018,1,3.2487358259183208,0.0,0.0
42.0,2020-06-08,8,160,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,2.56,19.7,267.0,4.058,2428,50.0,0.0,1014.8,18.9,16093.0,1.0,1.0,1.5000000000000018,1.5000000000000018,1,3.2487358259183208,0.0,-0.0
1800.0,2020-07-07,8,189,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.2,20.8,259.0,4.146,4296,160.0,1.5,1012.9,20.6,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.5,-0.3
10.0,2020-08-27,10,240,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.83,19.3,267.0,4.189,7011,290.0,3.1,1007.9,24.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2400000000000002,2.79
12000.0,2020-06-09,8,161,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.78,19.6,239.0,0.534,9336,330.0,1.5,1016.2,23.3,16093.0,0.0,1.0,0.0,1.5000000000000018,0,3.2487358259183208,1.5,-0.0
12000.0,2020-06-12,8,164,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.87,20.8,239.0,2.712,7752,230.0,1.5,1018.2,18.3,12875.0,0.0,1.0,0.0,1.5000000000000018,0,3.2487358259183208,-0.3,1.5
6.0,2020-02-20,9,51,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.77,14.9,259.0,3.877,126,300.0,2.1,1019.8,15.6,9656.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.47,1.6800000000000002
10.0,2020-02-13,9,44,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.81,14.4,266.0,0.659,15,330.0,0.0,1019.8,15.0,16093.0,1.0,1.0,0.3000000000000017,7.100000000000002,0,3.2487358259183208,0.0,0.0
2005.0,2020-07-04,8,186,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.5,20.9,268.0,2.611,2139,310.0,2.1,1016.3,20.0,16093.0,0.0,1.0,0.0,2.200000000000002,0,3.2487358259183208,1.47,1.47
12000.0,2020-02-16,8,47,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.78,14.5,239.0,2.243,185,80.0,0.0,1021.5,11.7,16093.0,0.0,1.0,0.0,7.100000000000002,0,3.2487358259183208,-0.0,-0.0
520.0,2020-01-09,7,9,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.31,15.6,259.0,4.084,265,110.0,1.5,1016.8,13.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.75,-1.35
2.0,2020-04-28,8,119,CABEACH_WQX-EH-310,32.8475,-117.2782,CA273334,0.86,20.0,19.0,4.328,1902,110.0,0.0,1015.9,18.3,6437.0,0.0,0.0,0.0,0.0,1,2.88932899840292,0.0,-0.0
10.0,2020-05-15,10,136,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.87,20.6,268.0,2.801,4323,200.0,3.6,1014.9,21.1,16093.0,1.0,1.0,0.5000000000000018,0.5000000000000018,0,3.2487358259183208,-3.24,1.4400000000000002
10.0,2020-11-23,10,328,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.81,15.1,268.0,6.108,24,140.0,3.1,1014.1,17.2,14000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.4800000000000004,-1.86
10.0,2020-10-26,8,300,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.62,18.9,266.0,2.319,64,110.0,0.0,1015.2,16.7,16093.0,1.0,1.0,3.1000000000000014,3.1000000000000014,0,3.2487358259183208,-0.0,-0.0
31.0,2020-10-26,8,300,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.63,20.9,15.0,5.36,64,110.0,0.0,1015.2,16.7,16093.0,1.0,1.0,3.1000000000000014,3.1000000000000014,1,3.2487358259183208,0.0,-0.0
520.0,2020-04-23,7,114,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.19,16.3,259.0,3.369,1513,330.0,0.0,1015.9,17.2,16093.0,0.0,1.0,0.0,0.8000000000000018,1,3.2487358259183208,0.0,0.0
10.0,2020-10-05,10,279,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.87,20.5,267.0,2.194,417,300.0,2.1,1016.6,26.7,8047.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.05,1.6800000000000002
4.0,2020-10-27,9,301,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.58,18.4,268.0,5.255,0,100.0,0.0,1018.4,16.7,16093.0,1.0,1.0,3.1000000000000014,3.1000000000000014,1,3.2487358259183208,-0.0,-0.0
591.0,2020-04-25,7,116,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,1.46,16.3,266.0,2.647,782,180.0,2.1,1014.6,18.3,2414.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-2.1,0.21
10.0,2020-11-05,9,310,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.7645454545454545,18.363636363636363,239.0,4.008,315,310.0,1.5,1016.0,22.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.35,0.4499999999999999
10.0,2020-05-28,8,149,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.05,18.6,268.0,3.365,10932,290.0,2.1,1014.4,18.9,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.8400000000000001,1.89
10.0,2020-12-07,9,342,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.76,15.4,239.0,1.61,0,340.0,0.0,1016.6,13.9,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,-0.0
22.0,2020-03-30,8,90,CABEACH_WQX-EH-310,32.8475,-117.2782,CA273334,1.26,17.0,19.0,4.932,2796,50.0,0.0,1023.6,16.1,16093.0,0.0,1.0,0.0,5.100000000000002,1,2.88932899840292,0.0,0.0
53.0,2020-11-07,8,312,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,2.39,18.0,264.0,4.166,2586,250.0,3.1,1009.7,17.2,16093.0,1.0,1.0,1.5000000000000018,1.5000000000000018,1,3.2487358259183208,-0.6200000000000001,3.1
2005.0,2020-06-22,8,174,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.79,20.2,267.0,4.277,11035,260.0,0.0,1015.5,18.9,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.0,0.0
